Time,Temperature (°C),Heat Flow (Normalized)(W/g),Label
50.145,9.918,0.0739844,PDN15
50.1467,9.91,0.0739864,PDN15
50.1483,9.902,0.073987,PDN15
50.15,9.894,0.0739856,PDN15
50.1517,9.886,0.073986,PDN15
50.1533,9.876,0.0739882,PDN15
50.155,9.869,0.0739888,PDN15
50.1567,9.861,0.0739848,PDN15
50.1583,9.852,0.0739664,PDN15
50.16,9.844,0.0739514,PDN15
50.1617,9.836,0.0739329,PDN15
50.1633,9.827,0.0739196,PDN15
50.165,9.819,0.0739117,PDN15
50.1667,9.811,0.0739074,PDN15
50.1683,9.801,0.0739068,PDN15
50.17,9.794,0.0739076,PDN15
50.1717,9.787,0.0739124,PDN15
50.1733,9.777,0.0739196,PDN15
50.175,9.769,0.0739244,PDN15
50.1767,9.761,0.0739215,PDN15
50.1783,9.752,0.0739177,PDN15
50.18,9.743,0.0739131,PDN15
50.1817,9.736,0.0739066,PDN15
50.1833,9.727,0.0738989,PDN15
50.185,9.719,0.0738925,PDN15
50.1867,9.711,0.0738879,PDN15
50.1883,9.702,0.0738815,PDN15
50.19,9.694,0.0738732,PDN15
50.1917,9.685,0.0738671,PDN15
50.1933,9.678,0.0738608,PDN15
50.195,9.669,0.0738551,PDN15
50.1967,9.661,0.0738478,PDN15
50.1983,9.652,0.0738419,PDN15
50.2,9.644,0.0738367,PDN15
50.2017,9.635,0.0738295,PDN15
50.2033,9.627,0.0738223,PDN15
50.205,9.619,0.0738182,PDN15
50.2067,9.611,0.0738123,PDN15
50.2083,9.603,0.0738031,PDN15
50.21,9.595,0.0737954,PDN15
50.2117,9.588,0.0737908,PDN15
50.2133,9.578,0.0737867,PDN15
50.215,9.57,0.0737813,PDN15
50.2167,9.561,0.0737768,PDN15
50.2183,9.552,0.0737685,PDN15
50.22,9.544,0.0737559,PDN15
50.2217,9.536,0.07374,PDN15
50.2233,9.527,0.0737276,PDN15
50.225,9.519,0.0737145,PDN15
50.2267,9.511,0.0737042,PDN15
50.2283,9.503,0.0737005,PDN15
50.23,9.495,0.0737,PDN15
50.2317,9.486,0.0737028,PDN15
50.2333,9.478,0.0737071,PDN15
50.235,9.47,0.0737146,PDN15
50.2367,9.461,0.0737378,PDN15
50.2383,9.453,0.0737616,PDN15
50.24,9.445,0.0737795,PDN15
50.2417,9.436,0.0737888,PDN15
50.2433,9.428,0.0737909,PDN15
50.245,9.42,0.0737924,PDN15
50.2467,9.412,0.0737892,PDN15
50.2483,9.402,0.0737857,PDN15
50.25,9.396,0.0737787,PDN15
50.2517,9.387,0.0737659,PDN15
50.2533,9.379,0.0737532,PDN15
50.255,9.37,0.0737454,PDN15
50.2567,9.362,0.0737419,PDN15
50.2583,9.353,0.0737385,PDN15
50.26,9.345,0.0737371,PDN15
50.2617,9.337,0.0737374,PDN15
50.2633,9.329,0.0737389,PDN15
50.265,9.32,0.0737363,PDN15
50.2667,9.311,0.0737311,PDN15
50.2683,9.303,0.0737217,PDN15
50.27,9.295,0.07371,PDN15
50.2717,9.286,0.0736973,PDN15
50.2733,9.278,0.0736879,PDN15
50.275,9.27,0.073682,PDN15
50.2767,9.261,0.0736724,PDN15
50.2783,9.253,0.0736616,PDN15
50.28,9.246,0.0736477,PDN15
50.2817,9.236,0.0736396,PDN15
50.2833,9.228,0.0736303,PDN15
50.285,9.22,0.0736185,PDN15
50.2867,9.212,0.0736079,PDN15
50.2883,9.204,0.0736013,PDN15
50.29,9.195,0.0735982,PDN15
50.2917,9.186,0.0735982,PDN15
50.2933,9.179,0.0735966,PDN15
50.295,9.17,0.0735945,PDN15
50.2967,9.162,0.0735935,PDN15
50.2983,9.153,0.0735912,PDN15
50.3,9.145,0.0735933,PDN15
50.3017,9.137,0.073593,PDN15
50.3033,9.129,0.0735922,PDN15
50.305,9.12,0.0735904,PDN15
50.3067,9.112,0.0735887,PDN15
50.3083,9.104,0.073589,PDN15
50.31,9.096,0.0735878,PDN15
50.3117,9.088,0.0735826,PDN15
50.3133,9.079,0.0735748,PDN15
50.315,9.07,0.0735666,PDN15
50.3167,9.063,0.0735578,PDN15
50.3183,9.054,0.07355,PDN15
50.32,9.045,0.0735402,PDN15
50.3217,9.036,0.0735324,PDN15
50.3233,9.029,0.0735258,PDN15
50.325,9.02,0.0735219,PDN15
50.3267,9.012,0.0735195,PDN15
50.3283,9.003,0.073515,PDN15
50.33,8.995,0.0735076,PDN15
50.3317,8.986,0.0735033,PDN15
50.3333,8.979,0.0734971,PDN15
50.335,8.969,0.0734917,PDN15
50.3367,8.961,0.0734835,PDN15
50.3383,8.953,0.0734687,PDN15
50.34,8.945,0.0734535,PDN15
50.3417,8.937,0.0734383,PDN15
50.3433,8.929,0.073429,PDN15
50.345,8.92,0.0734209,PDN15
50.3467,8.911,0.0734117,PDN15
50.3483,8.903,0.0734036,PDN15
50.35,8.895,0.0734024,PDN15
50.3517,8.887,0.0734056,PDN15
50.3533,8.878,0.0734145,PDN15
50.355,8.869,0.0734181,PDN15
50.3567,8.861,0.0734204,PDN15
50.3583,8.853,0.0734202,PDN15
50.36,8.846,0.0734193,PDN15
50.3617,8.837,0.0734188,PDN15
50.3633,8.827,0.0734184,PDN15
50.365,8.821,0.0734153,PDN15
50.3667,8.81,0.0734089,PDN15
50.3683,8.804,0.0734059,PDN15
50.37,8.795,0.0734,PDN15
50.3717,8.787,0.0733938,PDN15
50.3733,8.778,0.0733865,PDN15
50.375,8.77,0.073381,PDN15
50.3767,8.761,0.0733758,PDN15
50.3783,8.754,0.0733717,PDN15
50.38,8.745,0.0733661,PDN15
50.3817,8.737,0.0733577,PDN15
50.3833,8.73,0.0733515,PDN15
50.385,8.721,0.0733423,PDN15
50.3867,8.712,0.0733391,PDN15
50.3883,8.705,0.0733352,PDN15
50.39,8.694,0.0733333,PDN15
50.3917,8.687,0.0733352,PDN15
50.3933,8.679,0.0733404,PDN15
50.395,8.67,0.0733465,PDN15
50.3967,8.663,0.0733516,PDN15
50.3983,8.655,0.0733497,PDN15
50.4,8.646,0.0733431,PDN15
50.4017,8.637,0.0733357,PDN15
50.4033,8.629,0.0733149,PDN15
50.405,8.621,0.0732772,PDN15
50.4067,8.612,0.0732514,PDN15
50.4083,8.603,0.0732375,PDN15
50.41,8.595,0.0732242,PDN15
50.4117,8.588,0.0732166,PDN15
50.4133,8.58,0.0732127,PDN15
50.415,8.571,0.0732125,PDN15
50.4167,8.562,0.0732119,PDN15
50.4183,8.554,0.0732099,PDN15
50.42,8.544,0.0732086,PDN15
50.4217,8.536,0.0732058,PDN15
50.4233,8.529,0.0732053,PDN15
50.425,8.52,0.0732067,PDN15
50.4267,8.511,0.0732066,PDN15
50.4283,8.502,0.0732028,PDN15
50.43,8.495,0.0732008,PDN15
50.4317,8.487,0.0732006,PDN15
50.4333,8.478,0.0731995,PDN15
50.435,8.47,0.0731976,PDN15
50.4367,8.462,0.0731984,PDN15
50.4383,8.454,0.0731979,PDN15
50.44,8.444,0.0731913,PDN15
50.4417,8.437,0.0731906,PDN15
50.4433,8.429,0.0731927,PDN15
50.445,8.421,0.0731909,PDN15
50.4467,8.412,0.073183,PDN15
50.4483,8.404,0.0731773,PDN15
50.45,8.396,0.0731704,PDN15
50.4517,8.387,0.0731633,PDN15
50.4533,8.379,0.0731577,PDN15
50.455,8.371,0.0731538,PDN15
50.4567,8.361,0.0731501,PDN15
50.4583,8.353,0.073141,PDN15
50.46,8.345,0.0731337,PDN15
50.4617,8.337,0.073127,PDN15
50.4633,8.327,0.0731161,PDN15
50.465,8.32,0.0730925,PDN15
50.4667,8.311,0.0730752,PDN15
50.4683,8.302,0.0730597,PDN15
50.47,8.296,0.0730477,PDN15
50.4717,8.286,0.0730372,PDN15
50.4733,8.278,0.073027,PDN15
50.475,8.269,0.0730104,PDN15
50.4767,8.261,0.0729968,PDN15
50.4783,8.254,0.072986,PDN15
50.48,8.245,0.072981,PDN15
50.4817,8.236,0.072983,PDN15
50.4833,8.229,0.072987,PDN15
50.485,8.221,0.0729963,PDN15
50.4867,8.211,0.0730546,PDN15
50.4883,8.204,0.073102,PDN15
50.49,8.196,0.0731518,PDN15
50.4917,8.186,0.0731855,PDN15
50.4933,8.178,0.0731917,PDN15
50.495,8.17,0.0731951,PDN15
50.4967,8.161,0.0731944,PDN15
50.4983,8.153,0.0731921,PDN15
50.5,8.146,0.0731871,PDN15
50.5017,8.137,0.073176,PDN15
50.5033,8.129,0.0731549,PDN15
50.505,8.12,0.0731421,PDN15
50.5067,8.112,0.0731282,PDN15
50.5083,8.104,0.0731163,PDN15
50.51,8.095,0.0731041,PDN15
50.5117,8.087,0.0730921,PDN15
50.5133,8.078,0.0730842,PDN15
50.515,8.069,0.0730811,PDN15
50.5167,8.062,0.0730835,PDN15
50.5183,8.053,0.0730941,PDN15
50.52,8.045,0.0731058,PDN15
50.5217,8.037,0.0731135,PDN15
50.5233,8.028,0.0731185,PDN15
50.525,8.02,0.0731191,PDN15
50.5267,8.012,0.0731217,PDN15
50.5283,8.004,0.0731209,PDN15
50.53,7.994,0.0731131,PDN15
50.5317,7.987,0.0731016,PDN15
50.5333,7.978,0.0730894,PDN15
50.535,7.97,0.0730766,PDN15
50.5367,7.961,0.0730666,PDN15
50.5383,7.954,0.0730597,PDN15
50.54,7.945,0.073058,PDN15
50.5417,7.937,0.0730581,PDN15
50.5433,7.929,0.0730558,PDN15
50.545,7.921,0.0730574,PDN15
50.5467,7.912,0.0730611,PDN15
50.5483,7.903,0.0730619,PDN15
50.55,7.895,0.0730622,PDN15
50.5517,7.887,0.0730584,PDN15
50.5533,7.878,0.0730533,PDN15
50.555,7.87,0.0730479,PDN15
50.5567,7.861,0.0730433,PDN15
50.5583,7.854,0.0730413,PDN15
50.56,7.845,0.0730381,PDN15
50.5617,7.835,0.0730349,PDN15
50.5633,7.829,0.073034,PDN15
50.565,7.82,0.0730322,PDN15
50.5667,7.812,0.0730277,PDN15
50.5683,7.803,0.0730229,PDN15
50.57,7.794,0.0730149,PDN15
50.5717,7.787,0.0730064,PDN15
50.5733,7.779,0.0730008,PDN15
50.575,7.771,0.0729995,PDN15
50.5767,7.762,0.0729987,PDN15
50.5783,7.753,0.0729949,PDN15
50.58,7.745,0.0729917,PDN15
50.5817,7.738,0.0729867,PDN15
50.5833,7.729,0.0729835,PDN15
50.585,7.72,0.0729762,PDN15
50.5867,7.712,0.0729716,PDN15
50.5883,7.704,0.0729667,PDN15
50.59,7.694,0.0729629,PDN15
50.5917,7.687,0.0729666,PDN15
50.5933,7.679,0.0729727,PDN15
50.595,7.671,0.0729773,PDN15
50.5967,7.661,0.072979,PDN15
50.5983,7.653,0.0729773,PDN15
50.6,7.645,0.0729769,PDN15
50.6017,7.637,0.0729775,PDN15
50.6033,7.629,0.0729763,PDN15
50.605,7.619,0.072975,PDN15
50.6067,7.612,0.0729699,PDN15
50.6083,7.604,0.0729668,PDN15
50.61,7.595,0.0729665,PDN15
50.6117,7.587,0.0729651,PDN15
50.6133,7.578,0.0729668,PDN15
50.615,7.57,0.0729678,PDN15
50.6167,7.562,0.0729671,PDN15
50.6183,7.554,0.0729657,PDN15
50.62,7.546,0.0729605,PDN15
50.6217,7.538,0.0729582,PDN15
50.6233,7.53,0.0729495,PDN15
50.625,7.521,0.0729261,PDN15
50.6267,7.513,0.0728962,PDN15
50.6283,7.504,0.0728782,PDN15
50.63,7.495,0.0728542,PDN15
50.6317,7.487,0.072839,PDN15
50.6333,7.479,0.0728254,PDN15
50.635,7.471,0.0728124,PDN15
50.6367,7.463,0.0728001,PDN15
50.6383,7.454,0.0727872,PDN15
50.64,7.445,0.0727781,PDN15
50.6417,7.437,0.0727725,PDN15
50.6433,7.429,0.0727644,PDN15
50.645,7.42,0.0727566,PDN15
50.6467,7.412,0.0727524,PDN15
50.6483,7.403,0.0727485,PDN15
50.65,7.396,0.0727467,PDN15
50.6517,7.387,0.072747,PDN15
50.6533,7.379,0.0727458,PDN15
50.655,7.371,0.0727456,PDN15
50.6567,7.363,0.072743,PDN15
50.6583,7.354,0.0727394,PDN15
50.66,7.345,0.0727405,PDN15
50.6617,7.338,0.0727398,PDN15
50.6633,7.328,0.0727386,PDN15
50.665,7.32,0.0727332,PDN15
50.6667,7.313,0.0727243,PDN15
50.6683,7.305,0.0727167,PDN15
50.67,7.295,0.0727106,PDN15
50.6717,7.287,0.0727043,PDN15
50.6733,7.279,0.0727001,PDN15
50.675,7.27,0.0726957,PDN15
50.6767,7.263,0.0726902,PDN15
50.6783,7.254,0.0726835,PDN15
50.68,7.246,0.0726737,PDN15
50.6817,7.237,0.0726662,PDN15
50.6833,7.23,0.0726593,PDN15
50.685,7.221,0.0726521,PDN15
50.6867,7.213,0.0726446,PDN15
50.6883,7.204,0.0726365,PDN15
50.69,7.196,0.0726284,PDN15
50.6917,7.187,0.072621,PDN15
50.6933,7.179,0.0726161,PDN15
50.695,7.17,0.0726112,PDN15
50.6967,7.162,0.0726015,PDN15
50.6983,7.154,0.0725901,PDN15
50.7,7.145,0.0725815,PDN15
50.7017,7.138,0.0725784,PDN15
50.7033,7.129,0.0725734,PDN15
50.705,7.12,0.0725708,PDN15
50.7067,7.113,0.0725675,PDN15
50.7083,7.105,0.0725654,PDN15
50.71,7.096,0.0725644,PDN15
50.7117,7.088,0.0725641,PDN15
50.7133,7.079,0.0725605,PDN15
50.715,7.071,0.0725524,PDN15
50.7167,7.063,0.0725418,PDN15
50.7183,7.055,0.0725323,PDN15
50.72,7.046,0.0725249,PDN15
50.7217,7.038,0.0725203,PDN15
50.7233,7.03,0.072518,PDN15
50.725,7.021,0.0725163,PDN15
50.7267,7.012,0.0725179,PDN15
50.7283,7.004,0.0725199,PDN15
50.73,6.995,0.0725252,PDN15
50.7317,6.988,0.0725365,PDN15
50.7333,6.98,0.0725447,PDN15
50.735,6.971,0.0725474,PDN15
50.7367,6.963,0.0725467,PDN15
50.7383,6.954,0.0725486,PDN15
50.74,6.947,0.0725493,PDN15
50.7417,6.938,0.0725465,PDN15
50.7433,6.929,0.0725373,PDN15
50.745,6.921,0.072525,PDN15
50.7467,6.913,0.0724922,PDN15
50.7483,6.903,0.0724114,PDN15
50.75,6.896,0.0723393,PDN15
50.7517,6.888,0.0723125,PDN15
50.7533,6.879,0.0722982,PDN15
50.755,6.871,0.0722843,PDN15
50.7567,6.862,0.0722762,PDN15
50.7583,6.855,0.0722765,PDN15
50.76,6.846,0.0722809,PDN15
50.7617,6.839,0.0722814,PDN15
50.7633,6.83,0.072284,PDN15
50.765,6.821,0.0722862,PDN15
50.7667,6.813,0.0722822,PDN15
50.7683,6.804,0.0722762,PDN15
50.77,6.796,0.0722703,PDN15
50.7717,6.788,0.0722654,PDN15
50.7733,6.779,0.072259,PDN15
50.775,6.771,0.0722512,PDN15
50.7767,6.764,0.0722454,PDN15
50.7783,6.755,0.07224,PDN15
50.78,6.746,0.0722299,PDN15
50.7817,6.738,0.072221,PDN15
50.7833,6.729,0.0722132,PDN15
50.785,6.722,0.072202,PDN15
50.7867,6.713,0.072195,PDN15
50.7883,6.704,0.0721898,PDN15
50.79,6.696,0.0721882,PDN15
50.7917,6.688,0.0721906,PDN15
50.7933,6.679,0.0721943,PDN15
50.795,6.671,0.0721975,PDN15
50.7967,6.663,0.072202,PDN15
50.7983,6.654,0.07221,PDN15
50.8,6.645,0.0722282,PDN15
50.8017,6.638,0.072242,PDN15
50.8033,6.629,0.072249,PDN15
50.805,6.62,0.0722489,PDN15
50.8067,6.613,0.0722395,PDN15
50.8083,6.604,0.0722268,PDN15
50.81,6.595,0.0722147,PDN15
50.8117,6.589,0.0722044,PDN15
50.8133,6.58,0.0721946,PDN15
50.815,6.571,0.0721868,PDN15
50.8167,6.563,0.0721854,PDN15
50.8183,6.554,0.072186,PDN15
50.82,6.546,0.0721861,PDN15
50.8217,6.537,0.0721887,PDN15
50.8233,6.528,0.0721888,PDN15
50.825,6.519,0.0721861,PDN15
50.8267,6.512,0.0721826,PDN15
50.8283,6.504,0.0721764,PDN15
50.83,6.495,0.0721709,PDN15
50.8317,6.487,0.0721642,PDN15
50.8333,6.479,0.0721593,PDN15
50.835,6.471,0.0721579,PDN15
50.8367,6.462,0.072161,PDN15
50.8383,6.455,0.0721663,PDN15
50.84,6.445,0.0721708,PDN15
50.8417,6.438,0.0721712,PDN15
50.8433,6.43,0.0721741,PDN15
50.845,6.421,0.0721782,PDN15
50.8467,6.412,0.0721813,PDN15
50.8483,6.404,0.0721834,PDN15
50.85,6.395,0.0721784,PDN15
50.8517,6.387,0.0721707,PDN15
50.8533,6.38,0.0721619,PDN15
50.855,6.372,0.0721562,PDN15
50.8567,6.363,0.0721541,PDN15
50.8583,6.354,0.0721506,PDN15
50.86,6.346,0.0721466,PDN15
50.8617,6.338,0.072141,PDN15
50.8633,6.33,0.072135,PDN15
50.865,6.321,0.0721268,PDN15
50.8667,6.312,0.0721173,PDN15
50.8683,6.304,0.0721064,PDN15
50.87,6.296,0.0720993,PDN15
50.8717,6.287,0.072094,PDN15
50.8733,6.28,0.0720918,PDN15
50.875,6.271,0.0720904,PDN15
50.8767,6.263,0.0720862,PDN15
50.8783,6.255,0.0720808,PDN15
50.88,6.246,0.0720775,PDN15
50.8817,6.238,0.0720731,PDN15
50.8833,6.229,0.072067,PDN15
50.885,6.222,0.0720582,PDN15
50.8867,6.212,0.0720544,PDN15
50.8883,6.204,0.072051,PDN15
50.89,6.196,0.0720496,PDN15
50.8917,6.187,0.0720508,PDN15
50.8933,6.179,0.0720493,PDN15
50.895,6.171,0.0720462,PDN15
50.8967,6.163,0.072045,PDN15
50.8983,6.156,0.0720468,PDN15
50.9,6.147,0.0720501,PDN15
50.9017,6.138,0.0720506,PDN15
50.9033,6.129,0.0720522,PDN15
50.905,6.123,0.0720614,PDN15
50.9067,6.114,0.0720713,PDN15
50.9083,6.105,0.0720971,PDN15
50.91,6.097,0.0721069,PDN15
50.9117,6.088,0.0721107,PDN15
50.9133,6.081,0.0721123,PDN15
50.915,6.072,0.0721069,PDN15
50.9167,6.064,0.0721,PDN15
50.9183,6.055,0.0720885,PDN15
50.92,6.048,0.0720669,PDN15
50.9217,6.039,0.0720401,PDN15
50.9233,6.031,0.0720233,PDN15
50.925,6.022,0.0720117,PDN15
50.9267,6.013,0.0720064,PDN15
50.9283,6.005,0.0720039,PDN15
50.93,5.997,0.0720009,PDN15
50.9317,5.988,0.0720023,PDN15
50.9333,5.98,0.0720035,PDN15
50.935,5.972,0.0720004,PDN15
50.9367,5.964,0.071997,PDN15
50.9383,5.955,0.0719937,PDN15
50.94,5.947,0.0719867,PDN15
50.9417,5.938,0.0719788,PDN15
50.9433,5.93,0.0719695,PDN15
50.945,5.922,0.0719606,PDN15
50.9467,5.914,0.0719531,PDN15
50.9483,5.905,0.0719445,PDN15
50.95,5.897,0.0719371,PDN15
50.9517,5.888,0.0719306,PDN15
50.9533,5.881,0.0719224,PDN15
50.955,5.872,0.0719166,PDN15
50.9567,5.864,0.0719083,PDN15
50.9583,5.854,0.071899,PDN15
50.96,5.848,0.0718901,PDN15
50.9617,5.838,0.0718846,PDN15
50.9633,5.831,0.0718789,PDN15
50.965,5.822,0.0718736,PDN15
50.9667,5.815,0.0718686,PDN15
50.9683,5.807,0.0718619,PDN15
50.97,5.798,0.071857,PDN15
50.9717,5.788,0.0718512,PDN15
50.9733,5.781,0.0718455,PDN15
50.975,5.772,0.071834,PDN15
50.9767,5.763,0.0718219,PDN15
50.9783,5.755,0.0718088,PDN15
50.98,5.747,0.0718052,PDN15
50.9817,5.739,0.0718012,PDN15
50.9833,5.731,0.0718001,PDN15
50.985,5.722,0.0718049,PDN15
50.9867,5.715,0.0718112,PDN15
50.9883,5.706,0.0718225,PDN15
50.99,5.698,0.0718302,PDN15
50.9917,5.69,0.0718385,PDN15
50.9933,5.681,0.0718406,PDN15
50.995,5.674,0.0718354,PDN15
50.9967,5.665,0.0718275,PDN15
50.9983,5.657,0.071818,PDN15
51,5.648,0.0718075,PDN15
51.0017,5.639,0.0717999,PDN15
51.0033,5.63,0.0717909,PDN15
51.005,5.622,0.0717786,PDN15
51.0067,5.615,0.0717637,PDN15
51.0083,5.606,0.0717348,PDN15
51.01,5.599,0.0717209,PDN15
51.0117,5.59,0.0717108,PDN15
51.0133,5.581,0.0716973,PDN15
51.015,5.573,0.0716852,PDN15
51.0167,5.565,0.0716737,PDN15
51.0183,5.556,0.0716625,PDN15
51.02,5.547,0.0716559,PDN15
51.0217,5.54,0.0716514,PDN15
51.0233,5.531,0.071644,PDN15
51.025,5.522,0.0716358,PDN15
51.0267,5.515,0.0716292,PDN15
51.0283,5.506,0.071629,PDN15
51.03,5.499,0.0716366,PDN15
51.0317,5.489,0.0716562,PDN15
51.0333,5.481,0.07167,PDN15
51.035,5.473,0.0716819,PDN15
51.0367,5.465,0.0716983,PDN15
51.0383,5.455,0.0717056,PDN15
51.04,5.449,0.0717086,PDN15
51.0417,5.44,0.0716997,PDN15
51.0433,5.431,0.0716794,PDN15
51.045,5.421,0.0716571,PDN15
51.0467,5.414,0.0716377,PDN15
51.0483,5.407,0.0716035,PDN15
51.05,5.398,0.0715689,PDN15
51.0517,5.389,0.0715524,PDN15
51.0533,5.381,0.0715371,PDN15
51.055,5.373,0.0715311,PDN15
51.0567,5.364,0.0715264,PDN15
51.0583,5.356,0.071523,PDN15
51.06,5.348,0.071519,PDN15
51.0617,5.339,0.071514,PDN15
51.0633,5.331,0.0715137,PDN15
51.065,5.323,0.0715122,PDN15
51.0667,5.314,0.0715084,PDN15
51.0683,5.307,0.0715045,PDN15
51.07,5.298,0.0715009,PDN15
51.0717,5.289,0.0714988,PDN15
51.0733,5.281,0.0714969,PDN15
51.075,5.272,0.0714906,PDN15
51.0767,5.264,0.07148,PDN15
51.0783,5.256,0.0714671,PDN15
51.08,5.248,0.0714538,PDN15
51.0817,5.24,0.0714406,PDN15
51.0833,5.231,0.0714261,PDN15
51.085,5.221,0.0714127,PDN15
51.0867,5.214,0.0714005,PDN15
51.0883,5.205,0.0713907,PDN15
51.09,5.197,0.0713866,PDN15
51.0917,5.19,0.0713854,PDN15
51.0933,5.182,0.0713903,PDN15
51.095,5.173,0.0713961,PDN15
51.0967,5.165,0.0714001,PDN15
51.0983,5.155,0.0714051,PDN15
51.1,5.147,0.0714112,PDN15
51.1017,5.139,0.0714163,PDN15
51.1033,5.131,0.0714213,PDN15
51.105,5.123,0.0714233,PDN15
51.1067,5.114,0.0714242,PDN15
51.1083,5.106,0.0714257,PDN15
51.11,5.097,0.0714282,PDN15
51.1117,5.089,0.0714305,PDN15
51.1133,5.081,0.0714329,PDN15
51.115,5.072,0.0714367,PDN15
51.1167,5.065,0.071442,PDN15
51.1183,5.055,0.0714472,PDN15
51.12,5.048,0.0714521,PDN15
51.1217,5.039,0.0714589,PDN15
51.1233,5.03,0.0714669,PDN15
51.125,5.023,0.0714731,PDN15
51.1267,5.014,0.0714803,PDN15
51.1283,5.005,0.0714854,PDN15
51.13,4.996,0.0714876,PDN15
51.1317,4.989,0.0714844,PDN15
51.1333,4.981,0.0714795,PDN15
51.135,4.972,0.0714756,PDN15
51.1367,4.964,0.0714693,PDN15
51.1383,4.955,0.0714611,PDN15
51.14,4.946,0.0714562,PDN15
51.1417,4.938,0.0714551,PDN15
51.1433,4.931,0.0714569,PDN15
51.145,4.923,0.0714585,PDN15
51.1467,4.913,0.0714549,PDN15
51.1483,4.906,0.0714461,PDN15
51.15,4.899,0.0714359,PDN15
51.1517,4.889,0.0714151,PDN15
51.1533,4.88,0.0713865,PDN15
51.155,4.873,0.0713694,PDN15
51.1567,4.863,0.0713611,PDN15
51.1583,4.857,0.0713575,PDN15
51.16,4.849,0.0713559,PDN15
51.1617,4.839,0.0713581,PDN15
51.1633,4.831,0.0713587,PDN15
51.165,4.822,0.0713543,PDN15
51.1667,4.813,0.0713519,PDN15
51.1683,4.806,0.0713493,PDN15
51.17,4.798,0.0713418,PDN15
51.1717,4.788,0.071332,PDN15
51.1733,4.78,0.0713221,PDN15
51.175,4.773,0.0713215,PDN15
51.1767,4.764,0.0713239,PDN15
51.1783,4.756,0.0713298,PDN15
51.18,4.747,0.0713354,PDN15
51.1817,4.739,0.0713417,PDN15
51.1833,4.73,0.0713437,PDN15
51.185,4.722,0.0713378,PDN15
51.1867,4.714,0.071327,PDN15
51.1883,4.705,0.0713133,PDN15
51.19,4.697,0.0712991,PDN15
51.1917,4.689,0.071262,PDN15
51.1933,4.68,0.0712429,PDN15
51.195,4.673,0.0712295,PDN15
51.1967,4.665,0.0712203,PDN15
51.1983,4.656,0.0712142,PDN15
51.2,4.647,0.0712145,PDN15
51.2017,4.639,0.0712204,PDN15
51.2033,4.631,0.0712298,PDN15
51.205,4.622,0.071244,PDN15
51.2067,4.615,0.0712502,PDN15
51.2083,4.606,0.0712566,PDN15
51.21,4.598,0.0712593,PDN15
51.2117,4.589,0.0712617,PDN15
51.2133,4.581,0.0712617,PDN15
51.215,4.572,0.0712609,PDN15
51.2167,4.564,0.0712549,PDN15
51.2183,4.556,0.0712523,PDN15
51.22,4.547,0.0712528,PDN15
51.2217,4.539,0.0712559,PDN15
51.2233,4.531,0.0712575,PDN15
51.225,4.523,0.071254,PDN15
51.2267,4.514,0.0712491,PDN15
51.2283,4.505,0.0712397,PDN15
51.23,4.499,0.0712319,PDN15
51.2317,4.489,0.0712189,PDN15
51.2333,4.482,0.0712106,PDN15
51.235,4.473,0.0712044,PDN15
51.2367,4.464,0.0711997,PDN15
51.2383,4.457,0.0711951,PDN15
51.24,4.447,0.0711946,PDN15
51.2417,4.44,0.0711907,PDN15
51.2433,4.431,0.0711871,PDN15
51.245,4.423,0.0711868,PDN15
51.2467,4.414,0.0711874,PDN15
51.2483,4.406,0.0711882,PDN15
51.25,4.397,0.0711842,PDN15
51.2517,4.389,0.0711824,PDN15
51.2533,4.382,0.0711816,PDN15
51.255,4.374,0.0711786,PDN15
51.2567,4.365,0.0711716,PDN15
51.2583,4.357,0.0711651,PDN15
51.26,4.347,0.0711529,PDN15
51.2617,4.339,0.0711392,PDN15
51.2633,4.331,0.0711291,PDN15
51.265,4.323,0.0711161,PDN15
51.2667,4.314,0.0711045,PDN15
51.2683,4.307,0.0710953,PDN15
51.27,4.298,0.0710895,PDN15
51.2717,4.29,0.0710808,PDN15
51.2733,4.282,0.071071,PDN15
51.275,4.274,0.0710621,PDN15
51.2767,4.264,0.0710516,PDN15
51.2783,4.256,0.0710435,PDN15
51.28,4.248,0.0710368,PDN15
51.2817,4.239,0.0710265,PDN15
51.2833,4.231,0.071015,PDN15
51.285,4.223,0.0710082,PDN15
51.2867,4.215,0.0710104,PDN15
51.2883,4.208,0.0710153,PDN15
51.29,4.198,0.0710154,PDN15
51.2917,4.189,0.0710117,PDN15
51.2933,4.181,0.0710085,PDN15
51.295,4.173,0.071003,PDN15
51.2967,4.164,0.0709957,PDN15
51.2983,4.157,0.0709882,PDN15
51.3,4.148,0.070979,PDN15
51.3017,4.14,0.0709664,PDN15
51.3033,4.132,0.0709574,PDN15
51.305,4.123,0.070951,PDN15
51.3067,4.114,0.0709465,PDN15
51.3083,4.107,0.0709375,PDN15
51.31,4.098,0.0709283,PDN15
51.3117,4.09,0.0709225,PDN15
51.3133,4.081,0.0709184,PDN15
51.315,4.073,0.0709128,PDN15
51.3167,4.064,0.070906,PDN15
51.3183,4.057,0.0709006,PDN15
51.32,4.049,0.070899,PDN15
51.3217,4.039,0.0708955,PDN15
51.3233,4.032,0.0708929,PDN15
51.325,4.023,0.0708875,PDN15
51.3267,4.013,0.0708771,PDN15
51.3283,4.007,0.0708658,PDN15
51.33,3.998,0.0708545,PDN15
51.3317,3.99,0.0708453,PDN15
51.3333,3.982,0.0708377,PDN15
