Time,Temperature (°C),Heat Flow (Normalized)(W/g),Label
1.3167,33.395,-0.80974,Control
1.3183,33.402,-0.8098,Control
1.32,33.405,-0.809858,Control
1.3217,33.412,-0.809917,Control
1.3233,33.416,-0.809971,Control
1.325,33.421,-0.810019,Control
1.3267,33.426,-0.810059,Control
1.3283,33.432,-0.8101,Control
1.33,33.437,-0.810142,Control
1.3317,33.441,-0.810192,Control
1.3333,33.446,-0.810249,Control
1.335,33.451,-0.810306,Control
1.3367,33.457,-0.810365,Control
1.3383,33.461,-0.810421,Control
1.34,33.465,-0.810481,Control
1.3417,33.471,-0.810544,Control
1.3433,33.477,-0.810606,Control
1.345,33.481,-0.810661,Control
1.3467,33.485,-0.810715,Control
1.3483,33.491,-0.810768,Control
1.35,33.496,-0.810823,Control
1.3517,33.502,-0.810869,Control
1.3533,33.506,-0.810916,Control
1.355,33.51,-0.810964,Control
1.3567,33.517,-0.811007,Control
1.3583,33.521,-0.811055,Control
1.36,33.526,-0.811107,Control
1.3617,33.531,-0.811161,Control
1.3633,33.537,-0.811217,Control
1.365,33.542,-0.811273,Control
1.3667,33.546,-0.811329,Control
1.3683,33.552,-0.811389,Control
1.37,33.556,-0.811447,Control
1.3717,33.561,-0.811509,Control
1.3733,33.566,-0.811568,Control
1.375,33.572,-0.811628,Control
1.3767,33.577,-0.811689,Control
1.3783,33.581,-0.811749,Control
1.38,33.587,-0.811809,Control
1.3817,33.592,-0.811865,Control
1.3833,33.596,-0.811923,Control
1.385,33.602,-0.811979,Control
1.3867,33.607,-0.812037,Control
1.3883,33.612,-0.812088,Control
1.39,33.616,-0.812141,Control
1.3917,33.622,-0.812197,Control
1.3933,33.626,-0.812254,Control
1.395,33.63,-0.812307,Control
1.3967,33.636,-0.812357,Control
1.3983,33.641,-0.812404,Control
1.4,33.645,-0.812446,Control
1.4017,33.652,-0.812488,Control
1.4033,33.657,-0.812532,Control
1.405,33.66,-0.812582,Control
1.4067,33.666,-0.812639,Control
1.4083,33.671,-0.812691,Control
1.41,33.677,-0.812753,Control
1.4117,33.682,-0.812815,Control
1.4133,33.687,-0.812878,Control
1.415,33.69,-0.812938,Control
1.4167,33.696,-0.812993,Control
1.4183,33.701,-0.813049,Control
1.42,33.705,-0.813098,Control
1.4217,33.71,-0.813142,Control
1.4233,33.716,-0.813186,Control
1.425,33.721,-0.813232,Control
1.4267,33.725,-0.813285,Control
1.4283,33.731,-0.813346,Control
1.43,33.736,-0.81341,Control
1.4317,33.741,-0.813474,Control
1.4333,33.745,-0.813542,Control
1.435,33.751,-0.81361,Control
1.4367,33.756,-0.813673,Control
1.4383,33.761,-0.813731,Control
1.44,33.765,-0.813787,Control
1.4417,33.771,-0.813838,Control
1.4433,33.776,-0.813888,Control
1.445,33.78,-0.813937,Control
1.4467,33.785,-0.813985,Control
1.4483,33.791,-0.814028,Control
1.45,33.795,-0.814067,Control
1.4517,33.8,-0.814112,Control
1.4533,33.805,-0.81416,Control
1.455,33.811,-0.814209,Control
1.4567,33.815,-0.814253,Control
1.4583,33.821,-0.814291,Control
1.46,33.826,-0.814332,Control
1.4617,33.83,-0.814377,Control
1.4633,33.835,-0.814429,Control
1.465,33.84,-0.814485,Control
1.4667,33.846,-0.814537,Control
1.4683,33.85,-0.814584,Control
1.47,33.855,-0.81463,Control
1.4717,33.86,-0.814675,Control
1.4733,33.865,-0.814726,Control
1.475,33.87,-0.81478,Control
1.4767,33.876,-0.814839,Control
1.4783,33.88,-0.814903,Control
1.48,33.885,-0.814969,Control
1.4817,33.89,-0.815082,Control
1.4833,33.895,-0.815155,Control
1.485,33.9,-0.815234,Control
1.4867,33.906,-0.81536,Control
1.4883,33.912,-0.815431,Control
1.49,33.915,-0.815494,Control
1.4917,33.92,-0.815552,Control
1.4933,33.924,-0.815608,Control
1.495,33.93,-0.815657,Control
1.4967,33.935,-0.815704,Control
1.4983,33.94,-0.815753,Control
1.5,33.944,-0.815804,Control
1.5017,33.95,-0.815857,Control
1.5033,33.955,-0.815912,Control
1.505,33.96,-0.815972,Control
1.5067,33.965,-0.816034,Control
1.5083,33.971,-0.816094,Control
1.51,33.975,-0.816153,Control
1.5117,33.98,-0.816212,Control
1.5133,33.985,-0.816268,Control
1.515,33.989,-0.816323,Control
1.5167,33.995,-0.816383,Control
1.5183,34.001,-0.81644,Control
1.52,34.005,-0.816499,Control
1.5217,34.01,-0.816563,Control
1.5233,34.015,-0.816623,Control
1.525,34.02,-0.81668,Control
1.5267,34.025,-0.816741,Control
1.5283,34.03,-0.816804,Control
1.53,34.034,-0.81687,Control
1.5317,34.039,-0.816929,Control
1.5333,34.045,-0.816986,Control
1.535,34.05,-0.817039,Control
1.5367,34.055,-0.817084,Control
1.5383,34.06,-0.817129,Control
1.54,34.064,-0.817175,Control
1.5417,34.069,-0.817215,Control
1.5433,34.075,-0.817266,Control
1.545,34.08,-0.817317,Control
1.5467,34.085,-0.817373,Control
1.5483,34.089,-0.817438,Control
1.55,34.094,-0.817507,Control
1.5517,34.1,-0.817574,Control
1.5533,34.105,-0.817643,Control
1.555,34.109,-0.817712,Control
1.5567,34.114,-0.817784,Control
1.5583,34.12,-0.817849,Control
1.56,34.125,-0.817914,Control
1.5617,34.13,-0.817984,Control
1.5633,34.135,-0.818047,Control
1.565,34.14,-0.818104,Control
1.5667,34.145,-0.818158,Control
1.5683,34.15,-0.818213,Control
1.57,34.155,-0.818264,Control
1.5717,34.16,-0.81832,Control
1.5733,34.165,-0.81837,Control
1.575,34.17,-0.818425,Control
1.5767,34.175,-0.818476,Control
1.5783,34.18,-0.818519,Control
1.58,34.185,-0.818567,Control
1.5817,34.19,-0.818615,Control
1.5833,34.196,-0.818661,Control
1.585,34.2,-0.818703,Control
1.5867,34.205,-0.818748,Control
1.5883,34.209,-0.818799,Control
1.59,34.213,-0.818853,Control
1.5917,34.219,-0.818902,Control
1.5933,34.224,-0.818953,Control
1.595,34.23,-0.819002,Control
1.5967,34.235,-0.819056,Control
1.5983,34.239,-0.819111,Control
1.6,34.245,-0.819166,Control
1.6017,34.249,-0.819223,Control
1.6033,34.254,-0.819286,Control
1.605,34.258,-0.819353,Control
1.6067,34.265,-0.819417,Control
1.6083,34.27,-0.819477,Control
1.61,34.275,-0.819534,Control
1.6117,34.28,-0.819593,Control
1.6133,34.285,-0.819647,Control
1.615,34.29,-0.8197,Control
1.6167,34.293,-0.819753,Control
1.6183,34.3,-0.819805,Control
1.62,34.304,-0.819852,Control
1.6217,34.31,-0.8199,Control
1.6233,34.314,-0.819953,Control
1.625,34.32,-0.820018,Control
1.6267,34.324,-0.82008,Control
1.6283,34.329,-0.820143,Control
1.63,34.335,-0.820208,Control
1.6317,34.34,-0.820271,Control
1.6333,34.344,-0.820332,Control
1.635,34.349,-0.820401,Control
1.6367,34.355,-0.820465,Control
1.6383,34.359,-0.820519,Control
1.64,34.365,-0.820574,Control
1.6417,34.369,-0.820624,Control
1.6433,34.374,-0.820681,Control
1.645,34.38,-0.820736,Control
1.6467,34.385,-0.82079,Control
1.6483,34.389,-0.820846,Control
1.65,34.394,-0.820896,Control
1.6517,34.399,-0.820953,Control
1.6533,34.405,-0.821008,Control
1.655,34.41,-0.821064,Control
1.6567,34.413,-0.821113,Control
1.6583,34.419,-0.821166,Control
1.66,34.424,-0.821217,Control
1.6617,34.43,-0.821267,Control
1.6633,34.435,-0.82132,Control
1.665,34.439,-0.821377,Control
1.6667,34.444,-0.821438,Control
1.6683,34.449,-0.821496,Control
1.67,34.455,-0.82155,Control
1.6717,34.46,-0.821602,Control
1.6733,34.465,-0.821652,Control
1.675,34.47,-0.821704,Control
1.6767,34.474,-0.821757,Control
1.6783,34.479,-0.821806,Control
1.68,34.485,-0.821853,Control
1.6817,34.489,-0.821897,Control
1.6833,34.495,-0.821949,Control
1.685,34.499,-0.82201,Control
1.6867,34.505,-0.82207,Control
1.6883,34.51,-0.822125,Control
1.69,34.515,-0.822184,Control
1.6917,34.52,-0.822237,Control
1.6933,34.524,-0.822294,Control
1.695,34.529,-0.822349,Control
1.6967,34.534,-0.822403,Control
1.6983,34.538,-0.822454,Control
1.7,34.543,-0.822514,Control
1.7017,34.548,-0.822572,Control
1.7033,34.553,-0.822632,Control
1.705,34.559,-0.822689,Control
1.7067,34.563,-0.822752,Control
1.7083,34.569,-0.822814,Control
1.71,34.574,-0.822874,Control
1.7117,34.58,-0.822937,Control
1.7133,34.584,-0.822996,Control
1.715,34.589,-0.823052,Control
1.7167,34.594,-0.823103,Control
1.7183,34.6,-0.823152,Control
1.72,34.605,-0.823198,Control
1.7217,34.609,-0.823244,Control
1.7233,34.614,-0.823288,Control
1.725,34.619,-0.823335,Control
1.7267,34.623,-0.823384,Control
1.7283,34.629,-0.823436,Control
1.73,34.634,-0.823498,Control
1.7317,34.638,-0.82356,Control
1.7333,34.644,-0.823625,Control
1.735,34.649,-0.823683,Control
1.7367,34.654,-0.823738,Control
1.7383,34.659,-0.823796,Control
1.74,34.664,-0.823852,Control
1.7417,34.669,-0.823907,Control
1.7433,34.673,-0.823955,Control
1.745,34.679,-0.824,Control
1.7467,34.684,-0.824047,Control
1.7483,34.688,-0.824101,Control
1.75,34.693,-0.824152,Control
1.7517,34.698,-0.824209,Control
1.7533,34.704,-0.824272,Control
1.755,34.709,-0.824333,Control
1.7567,34.713,-0.824392,Control
1.7583,34.718,-0.824452,Control
1.76,34.724,-0.82451,Control
1.7617,34.729,-0.824566,Control
1.7633,34.734,-0.824615,Control
1.765,34.739,-0.824658,Control
1.7667,34.743,-0.824701,Control
1.7683,34.749,-0.824742,Control
1.77,34.754,-0.82479,Control
1.7717,34.76,-0.824842,Control
1.7733,34.765,-0.824902,Control
1.775,34.769,-0.824963,Control
1.7767,34.774,-0.825021,Control
1.7783,34.779,-0.825079,Control
1.78,34.784,-0.825145,Control
1.7817,34.789,-0.825211,Control
1.7833,34.793,-0.825273,Control
1.785,34.799,-0.825332,Control
1.7867,34.803,-0.825384,Control
1.7883,34.809,-0.825434,Control
1.79,34.814,-0.825477,Control
1.7917,34.819,-0.825521,Control
1.7933,34.825,-0.825567,Control
1.795,34.83,-0.825607,Control
1.7967,34.834,-0.825645,Control
1.7983,34.839,-0.825694,Control
1.8,34.844,-0.825742,Control
1.8017,34.849,-0.825794,Control
1.8033,34.855,-0.825849,Control
1.805,34.859,-0.825906,Control
1.8067,34.863,-0.825966,Control
1.8083,34.869,-0.82603,Control
1.81,34.874,-0.826094,Control
1.8117,34.879,-0.826151,Control
1.8133,34.884,-0.826207,Control
1.815,34.89,-0.826266,Control
1.8167,34.894,-0.826323,Control
1.8183,34.899,-0.826377,Control
1.82,34.904,-0.826426,Control
1.8217,34.91,-0.826472,Control
1.8233,34.914,-0.826517,Control
1.825,34.92,-0.826559,Control
1.8267,34.925,-0.826611,Control
1.8283,34.929,-0.826666,Control
1.83,34.934,-0.826712,Control
1.8317,34.939,-0.826752,Control
1.8333,34.944,-0.826787,Control
1.835,34.948,-0.826828,Control
1.8367,34.954,-0.826864,Control
1.8383,34.959,-0.826902,Control
1.84,34.963,-0.826939,Control
1.8417,34.969,-0.826976,Control
1.8433,34.974,-0.827013,Control
1.845,34.98,-0.827056,Control
1.8467,34.985,-0.827101,Control
1.8483,34.989,-0.827144,Control
1.85,34.994,-0.827185,Control
1.8517,35,-0.827228,Control
1.8533,35.003,-0.827269,Control
1.855,35.009,-0.827311,Control
1.8567,35.015,-0.827356,Control
1.8583,35.018,-0.827403,Control
1.86,35.025,-0.827449,Control
1.8617,35.029,-0.827495,Control
1.8633,35.034,-0.827549,Control
1.865,35.039,-0.827624,Control
1.8667,35.044,-0.827684,Control
1.8683,35.049,-0.827742,Control
1.87,35.054,-0.827797,Control
1.8717,35.059,-0.827845,Control
1.8733,35.063,-0.827895,Control
1.875,35.068,-0.827946,Control
1.8767,35.074,-0.827998,Control
1.8783,35.078,-0.828053,Control
1.88,35.084,-0.828103,Control
1.8817,35.087,-0.828159,Control
1.8833,35.094,-0.828214,Control
1.885,35.098,-0.828259,Control
1.8867,35.105,-0.828294,Control
1.8883,35.108,-0.828329,Control
1.89,35.113,-0.828365,Control
1.8917,35.118,-0.828397,Control
1.8933,35.123,-0.828429,Control
1.895,35.129,-0.828465,Control
1.8967,35.134,-0.828508,Control
1.8983,35.138,-0.828554,Control
1.9,35.143,-0.828595,Control
1.9017,35.148,-0.828638,Control
1.9033,35.153,-0.828684,Control
1.905,35.159,-0.828734,Control
1.9067,35.164,-0.828784,Control
1.9083,35.168,-0.828837,Control
1.91,35.173,-0.828892,Control
1.9117,35.179,-0.828959,Control
1.9133,35.183,-0.829018,Control
1.915,35.189,-0.829079,Control
1.9167,35.194,-0.829136,Control
1.9183,35.197,-0.829184,Control
1.92,35.204,-0.829233,Control
1.9217,35.208,-0.829284,Control
1.9233,35.213,-0.829336,Control
1.925,35.219,-0.82939,Control
1.9267,35.224,-0.829442,Control
1.9283,35.228,-0.829489,Control
1.93,35.233,-0.829536,Control
1.9317,35.238,-0.829586,Control
1.9333,35.243,-0.829637,Control
1.935,35.249,-0.829687,Control
1.9367,35.252,-0.829735,Control
1.9383,35.258,-0.829789,Control
1.94,35.263,-0.829847,Control
1.9417,35.268,-0.829905,Control
1.9433,35.273,-0.829963,Control
1.945,35.278,-0.830017,Control
1.9467,35.284,-0.830063,Control
1.9483,35.288,-0.830108,Control
1.95,35.294,-0.830147,Control
1.9517,35.299,-0.830191,Control
1.9533,35.303,-0.830234,Control
1.955,35.308,-0.830273,Control
1.9567,35.313,-0.830312,Control
1.9583,35.318,-0.830354,Control
1.96,35.324,-0.830407,Control
1.9617,35.329,-0.830458,Control
1.9633,35.334,-0.830511,Control
1.965,35.338,-0.830561,Control
1.9667,35.344,-0.830609,Control
1.9683,35.347,-0.830658,Control
1.97,35.353,-0.830716,Control
1.9717,35.357,-0.830774,Control
1.9733,35.363,-0.83083,Control
1.975,35.368,-0.830883,Control
1.9767,35.374,-0.830937,Control
1.9783,35.378,-0.830989,Control
1.98,35.384,-0.831039,Control
1.9817,35.388,-0.831089,Control
1.9833,35.394,-0.831138,Control
1.985,35.398,-0.831186,Control
1.9867,35.402,-0.831235,Control
1.9883,35.408,-0.831292,Control
1.99,35.413,-0.831347,Control
1.9917,35.418,-0.8314,Control
1.9933,35.423,-0.831449,Control
1.995,35.428,-0.8315,Control
1.9967,35.434,-0.831552,Control
1.9983,35.438,-0.831606,Control
2,35.443,-0.831668,Control
2.0017,35.448,-0.831726,Control
2.0033,35.452,-0.831783,Control
2.005,35.457,-0.83184,Control
2.0067,35.462,-0.831906,Control
2.0083,35.467,-0.831971,Control
2.01,35.473,-0.83203,Control
2.0117,35.478,-0.832082,Control
2.0133,35.483,-0.832126,Control
2.015,35.488,-0.832171,Control
2.0167,35.493,-0.832218,Control
2.0183,35.498,-0.832269,Control
2.02,35.503,-0.832323,Control
2.0217,35.508,-0.832375,Control
2.0233,35.513,-0.83243,Control
2.025,35.518,-0.832484,Control
2.0267,35.523,-0.832534,Control
2.0283,35.528,-0.832582,Control
2.03,35.533,-0.832622,Control
2.0317,35.537,-0.832665,Control
2.0333,35.543,-0.832709,Control
2.035,35.548,-0.832759,Control
2.0367,35.553,-0.832813,Control
2.0383,35.558,-0.83287,Control
2.04,35.562,-0.832922,Control
2.0417,35.567,-0.832983,Control
2.0433,35.573,-0.833045,Control
2.045,35.578,-0.833105,Control
2.0467,35.584,-0.833158,Control
2.0483,35.588,-0.833204,Control
2.05,35.593,-0.833248,Control
2.0517,35.598,-0.833294,Control
2.0533,35.603,-0.833341,Control
2.055,35.608,-0.833387,Control
2.0567,35.613,-0.833433,Control
2.0583,35.618,-0.833479,Control
2.06,35.622,-0.833526,Control
2.0617,35.627,-0.833575,Control
2.0633,35.633,-0.833627,Control
2.065,35.638,-0.833679,Control
2.0667,35.642,-0.833733,Control
2.0683,35.647,-0.833786,Control
2.07,35.654,-0.833837,Control
2.0717,35.658,-0.833893,Control
2.0733,35.663,-0.83395,Control
2.075,35.668,-0.834012,Control
2.0767,35.672,-0.834077,Control
2.0783,35.678,-0.83414,Control
2.08,35.683,-0.834198,Control
2.0817,35.689,-0.834252,Control
2.0833,35.693,-0.834306,Control
2.085,35.698,-0.834363,Control
2.0867,35.703,-0.834421,Control
2.0883,35.708,-0.83448,Control
2.09,35.713,-0.834544,Control
2.0917,35.717,-0.834612,Control
2.0933,35.723,-0.834693,Control
2.095,35.727,-0.834805,Control
2.0967,35.733,-0.834873,Control
2.0983,35.737,-0.834938,Control
2.1,35.743,-0.834994,Control
2.1017,35.747,-0.835049,Control
2.1033,35.752,-0.835103,Control
2.105,35.757,-0.835156,Control
2.1067,35.763,-0.835203,Control
2.1083,35.769,-0.835258,Control
2.11,35.772,-0.835308,Control
2.1117,35.778,-0.835365,Control
2.1133,35.782,-0.835432,Control
2.115,35.788,-0.835495,Control
2.1167,35.793,-0.835558,Control
2.1183,35.797,-0.835614,Control
2.12,35.804,-0.835668,Control
2.1217,35.807,-0.835724,Control
2.1233,35.812,-0.835779,Control
2.125,35.818,-0.835839,Control
2.1267,35.823,-0.835894,Control
2.1283,35.828,-0.835945,Control
2.13,35.832,-0.835998,Control
2.1317,35.838,-0.836058,Control
2.1333,35.843,-0.836114,Control
2.135,35.848,-0.836175,Control
2.1367,35.852,-0.836238,Control
2.1383,35.857,-0.836299,Control
2.14,35.863,-0.836361,Control
2.1417,35.867,-0.836418,Control
2.1433,35.872,-0.836471,Control
2.145,35.877,-0.83652,Control
2.1467,35.884,-0.836566,Control
2.1483,35.886,-0.836611,Control
2.15,35.892,-0.836652,Control
2.1517,35.897,-0.836695,Control
2.1533,35.902,-0.836741,Control
2.155,35.907,-0.836789,Control
2.1567,35.912,-0.836843,Control
2.1583,35.917,-0.836895,Control
2.16,35.922,-0.836945,Control
2.1617,35.927,-0.837,Control
2.1633,35.932,-0.837058,Control
2.165,35.938,-0.83712,Control
2.1667,35.942,-0.837187,Control
2.1683,35.947,-0.837249,Control
2.17,35.952,-0.837312,Control
2.1717,35.957,-0.837367,Control
2.1733,35.962,-0.837419,Control
2.175,35.967,-0.837472,Control
2.1767,35.972,-0.837523,Control
2.1783,35.978,-0.837567,Control
2.18,35.982,-0.83762,Control
2.1817,35.985,-0.837675,Control
2.1833,35.992,-0.837732,Control
2.185,35.997,-0.837791,Control
2.1867,36.002,-0.837848,Control
2.1883,36.008,-0.837904,Control
2.19,36.012,-0.837962,Control
2.1917,36.018,-0.838019,Control
2.1933,36.024,-0.838073,Control
2.195,36.028,-0.838128,Control
2.1967,36.032,-0.838181,Control
2.1983,36.037,-0.838236,Control
2.2,36.042,-0.838296,Control
2.2017,36.048,-0.838357,Control
2.2033,36.053,-0.838415,Control
2.205,36.058,-0.838465,Control
2.2067,36.062,-0.838515,Control
2.2083,36.067,-0.838567,Control
2.21,36.072,-0.838622,Control
2.2117,36.078,-0.838668,Control
2.2133,36.082,-0.838712,Control
2.215,36.087,-0.838756,Control
2.2167,36.093,-0.838799,Control
2.2183,36.097,-0.838848,Control
2.22,36.102,-0.838902,Control
2.2217,36.107,-0.838955,Control
2.2233,36.112,-0.839002,Control
2.225,36.116,-0.83905,Control
2.2267,36.122,-0.839098,Control
2.2283,36.128,-0.839147,Control
2.23,36.131,-0.8392,Control
2.2317,36.137,-0.839252,Control
2.2333,36.143,-0.839297,Control
2.235,36.147,-0.839341,Control
2.2367,36.151,-0.839393,Control
2.2383,36.158,-0.83945,Control
2.24,36.163,-0.839508,Control
2.2417,36.168,-0.839567,Control
2.2433,36.172,-0.839625,Control
2.245,36.176,-0.839681,Control
2.2467,36.181,-0.839736,Control
2.2483,36.187,-0.839797,Control
2.25,36.192,-0.839859,Control
2.2517,36.197,-0.839919,Control
2.2533,36.201,-0.839983,Control
2.255,36.206,-0.840045,Control
2.2567,36.213,-0.840106,Control
2.2583,36.216,-0.840165,Control
2.26,36.223,-0.84022,Control
2.2617,36.227,-0.840269,Control
2.2633,36.231,-0.840316,Control
2.265,36.237,-0.840362,Control
2.2667,36.241,-0.840402,Control
2.2683,36.247,-0.840439,Control
2.27,36.252,-0.840484,Control
2.2717,36.257,-0.840537,Control
2.2733,36.262,-0.840591,Control
2.275,36.267,-0.840642,Control
2.2767,36.272,-0.840694,Control
2.2783,36.277,-0.840741,Control
2.28,36.282,-0.840784,Control
2.2817,36.287,-0.840831,Control
2.2833,36.292,-0.840877,Control
2.285,36.296,-0.84092,Control
2.2867,36.302,-0.840964,Control
2.2883,36.307,-0.841018,Control
2.29,36.311,-0.841076,Control
2.2917,36.316,-0.84114,Control
2.2933,36.322,-0.841203,Control
2.295,36.327,-0.841266,Control
2.2967,36.332,-0.841328,Control
2.2983,36.336,-0.841384,Control
2.3,36.342,-0.84144,Control
2.3017,36.347,-0.841498,Control
2.3033,36.35,-0.841551,Control
2.305,36.356,-0.841604,Control
2.3067,36.362,-0.841658,Control
2.3083,36.366,-0.841706,Control
2.31,36.371,-0.84176,Control
2.3117,36.376,-0.841808,Control
2.3133,36.382,-0.841862,Control
2.315,36.387,-0.841921,Control
2.3167,36.391,-0.841966,Control
2.3183,36.397,-0.842011,Control
2.32,36.401,-0.842057,Control
